nofinesset,nofinessej,rs_courte,rs_longue,telephone,departement_code,departement_nom,ville_cp,categorie_libelle,categorie_groupe_libelle,statut_juridique_lib,siret
240018614,240000083,CH VAUCLAIRE - SITE BERGERAC,CH VAUCLAIRE - SITE BERGERAC,0553828282,24,DORDOGNE,24100 BERGERAC,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26240593900733
250000023,250000015,CHU BESANCON SITE SAINT-JACQUES,CENTRE HOSPITALIER UNIVERSITAIRE BESANCON,0381668166,25,DOUBS,25030 BESANCON CEDEX,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26250176000264
250000114,900000365,CH BOULLOCHE HNFC MONTBELIARD,,0381988000,25,DOUBS,25209 MONTBELIARD CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26900129300027
250000619,250000452,UNITE PSY ADULTE LE GRANDVALLIER CHIHC,,0381386443,25,DOUBS,25304 PONTARLIER CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26250462400087
250000627,250000221,CH PAUL NAPPEZ MORTEAU,,0381683400,25,DOUBS,25503 MORTEAU CEDEX,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26250411100010
250000635,250000239,CH SAINTE CROIX BAUME LES DAMES,,0381847000,25,DOUBS,25114 BAUME LES DAMES CEDEX,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26250047300018
250000700,250000452,CHI HC SITE RIVES DU DOUBS PONTARLIER,,0381385454,25,DOUBS,25304 PONTARLIER CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26250462400012
250000718,250000460,CHS NOVILLARS,,0381605800,25,DOUBS,25220 NOVILLARS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26250429300016
250000726,250000478,CH SAINT LOUIS ORNANS,,0381624600,25,DOUBS,25290 ORNANS,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26250434300019
250000734,250000452,CHI HAUTE COMTE SITE R SALINS MOUTHE,,0381692281,25,DOUBS,25240 MOUTHE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26250462400178
250000759,250000569,CENTRE DE SOINS TILLEROYES,,0381416060,25,DOUBS,25030 BESANCON CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26250177800019
250000882,250002839,ETABLISSEMENT DE SANTE DE QUINGEY,,0381546600,25,DOUBS,25440 QUINGEY,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26250475600012
250004009,900000365,LE MITTAN ANNEXE DU HNFC,,0381313537,25,DOUBS,25209 MONTBELIARD CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26900129300050
250006053,250000460,CMP CATTP ADULTES GUIDANCE INFANTILE,CENTRE MEDICO-PSYCHOLOGIQUE - CATTP PLANOISE,0381418540,25,DOUBS,25000 BESANCON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26250429300289
250006954,250000015,CHU JEAN MINJOZ BESANCON,CENTRE HOSPITALIER  UNIVERSITAIRE JEAN MINJOZ BESANCON,0381668166,25,DOUBS,25030 BESANCON CEDEX,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26250176000264
250007309,250011665,CENTRE D'IMAGERIE DES TILLEROYES,,0381524339,25,DOUBS,25000 BESANCON,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
250008109,250000460,FOYER POSTCURE LE COLOMBIER CHS,FOYER DE POSTCURE LE COLOMBIER SECTEUR 25G01,0381834649,25,DOUBS,25000 BESANCON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26250429300206
250008117,250000460,FOYER POSTCURE LES 4 VENTS CHS,FOYER DE POSTCURE LES QUATRE VENTS SECTEUR 25G03,0381537755,25,DOUBS,25000 BESANCON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26250429300115
250008455,250000460,CMP CATTP ADULTES ESPACE RENCONTRE,CENTRE MEDICO-PSYCHOLOGIQUE - CATTP,0381254251,25,DOUBS,25000 BESANCON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26250429300404
250009123,250000452,PSYCHIATRIE ADULTE CHI HTE COMTE,,0381673133,25,DOUBS,25500 MORTEAU,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26250462400145
250010493,250000460,CMP JULES VERNE- CATTP LE PATIO,CTRE MEDICO-PSYCHOL.+CENTRE DE THERAPIE FAMILIALE,0381403800,25,DOUBS,25000 BESANCON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26250429300305
250011160,250000460,HOPITAL DE JOUR  CATALPA CHS NOVILLARS,HOPITAL DE JOUR  CATALPA CHS NOVILLARS,0381509595,25,DOUBS,25000 BESANCON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26250429300131
250011186,250000460,CATIJ,CENTRE ACCUEIL THERAPEUTIQUE INFANTO JUVENIL,0381507800,25,DOUBS,25000 BESANCON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26250429300362
250011467,250010485,GIE IMAGERIE MED CH PONTARLIER,GIE IMAGERIE MED CH PONTARLIER,0381464333,25,DOUBS,25300 PONTARLIER,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,38507154300016
250011509,250021201,DIMEO IMAGERIE MEDICALE,DIMEO IMAGERIE MEDICALE,0381413202,25,DOUBS,25000 BESANCON,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,43868872300057
250011673,250011665,CABINET DE RADIOLOGIE SAINT VINCENT,,0381524339,25,DOUBS,25000 BESANCON,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
250011962,900001108,GIE IMAGERIE NORD FC SITE MITTAN,,0381916161,25,DOUBS,25209 MONTBELIARD CEDEX,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,47788983600045
250012069,250001161,HAD COMTOISE PONTARLIER,HAD COMTOISE PONTARLIER,0381398340,25,DOUBS,25300 PONTARLIER,Hospitalisation à Domicile,Traitements et Soins à Domicile,"Etab de santé privé non lucratif, non déclar intérêt collect",77557127600846
250014008,700004096,CHS ST REMY ET NFC CTRE JEAN MESSAGIER,CHS ST REMY ET NFC CTRE JEAN MESSAGIER,0384682500,25,DOUBS,25200 MONTBELIARD,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,40039525700472
250014099,700004096,CHS ST REMY ET NFC CMPA MONTBELIARD,CHS ST REMY ET NORD FRANCHE COMTE  CMPA MONTBELIARD,0384682500,25,DOUBS,25200 MONTBELIARD,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,40039525700464
250016037,250001161,HAD COMTOISE ETUPES,HAD COMTOISE ETUPES,0381418373,25,DOUBS,25460 ETUPES,Hospitalisation à Domicile,Traitements et Soins à Domicile,"Etab de santé privé non lucratif, non déclar intérêt collect",77557127600838
250016045,250001161,HAD COMTOISE CHÂTILLON LE DUC,HAD COMTOISE CHÂTILLON LE DUC,0381418373,25,DOUBS,25870 CHATILLON LE DUC,Hospitalisation à Domicile,Traitements et Soins à Domicile,"Etab de santé privé non lucratif, non déclar intérêt collect",77557127600804
250016078,250000460,CMP ADULTE  VALDAHON,CMP ADULTE  VALDAHON,0381403800,25,DOUBS,25800 VALDAHON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26250429300396
250016128,250000460,CENTRE GUIDANCE INFANTILE CHS,CENTRE GUIDANCE INFANTILE CHS,0381679395,25,DOUBS,25500 MORTEAU,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26250429300388
250016169,700004096,CHS ST REMY ET NFC CPG VALENTIGNEY,CHS ST REMY ET NORD FRANCHE COMTE CPG VALENTIGNEY,0384682500,25,DOUBS,25700 VALENTIGNEY,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,40039525700571
250016185,250016177,MAISON DES FAMILLES DE FRANCHE-COMTE,MAISON DES FAMILLES DE FRANCHE-COMTE,0381880266,25,DOUBS,25000 BESANCON,Maisons d'accueil hospitalières (M.A.H.),Autres Etablissements Sociaux d'Hébergement et d'Accueil,,44059268100025
250016466,250000460,ESPACE ACCUEIL ADO ST JACQUES CHS,,0381218426,25,DOUBS,25030 BESANCON CEDEX,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26250429300446
250016474,250000460,HDJ CMP ENFANT PONTARLIER CHS NOVILLAR,,0381468712,25,DOUBS,25300 PONTARLIER,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26250429300487
250017308,250000460,UNITE PERE MERE BEBE,UNITE PERE MERE BEBE,0381883362,25,DOUBS,25000 BESANCON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26250429300453
250019437,250000015,UCSA PENITENTIAIRE,,,25,DOUBS,25000 BESANCON,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26250176000231
250021219,250021201,DIMEO IMAGERIE MEDICALE,DIMEO IMAGERIE MEDICALE,0381413202,25,DOUBS,25800 VALDAHON,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,43868872300107
250021920,250000460,HÔPITAL DE JOUR ENFANT ADOLESCENT,HÔPITAL DE JOUR ENFANT ADOLESCENT LES CEDRES NOV'ADO,0381605844,25,DOUBS,25000 BESANCON,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26250429300495
250022209,250011665,CENTRE D'IMAGERIE DU BOWLING,CENTRE D'IMAGERIE DU BOWLING,0381524339,25,DOUBS,25000 BESANCON,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
250022522,250021201,DIMEO IMAGERIE MEDICALE,DIMEO IMAGERIE MEDICALE,,25,DOUBS,25000 BESANCON,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,indéterminé,43868872300131
250022712,250021201,DIMEO IMAGERIE MEDICALE,DIMEO IMAGERIE MEDICALE,,25,DOUBS,25110 BAUME LES DAMES,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,43868872300024
250022746,900005836,SANTEXCEL HAD NORD FRANCHE-COMTE,SANTEXCEL HAD NORD FRANCHE-COMTE,0362288000,25,DOUBS,25460 ETUPES,Hospitalisation à Domicile,Traitements et Soins à Domicile,indéterminé,93118237200017
250022761,250022753,SANTEXCEL HAD CFC SITE BESANCON,SANTEXCEL HAD CFC SITE BESANCON,0362288000,25,DOUBS,25870 CHATILLON LE DUC,Hospitalisation à Domicile,Traitements et Soins à Domicile,indéterminé,93118225700010
250022779,250022753,SANTEXCEL HAD CFC SITE PONTARLIER,SANTEXCEL HAD CFC SITE PONTARLIER,0362288000,25,DOUBS,25300 PONTARLIER,Hospitalisation à Domicile,Traitements et Soins à Domicile,indéterminé,93118225700010
250022894,900001108,GIE IMAGERIE FC  MAISON SANTE CITE VIE,GIE IMAGERIE NORD FRANCHE COMTE SITE MAISON SANTE CITE VIE,,25,DOUBS,25200 MONTBELIARD,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,
260000013,260000021,CH DE VALENCE,CENTRE HOSPITALIER DE VALENCE,0475757575,26,DROME,26953 VALENCE CEDEX 9,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26260013300082
260000120,260016910,HOPITAUX DROME NORD - ROMANS-SUR-ISERE,HOPITAUX DROME NORD - ROMANS-SUR-ISERE,0475057505,26,DROME,26102 ROMANS SUR ISERE CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26261109800019
260000138,260000047,CH PORTES PROVENCE MONTELIMAR,GROUPEMENT HOSPITALIER PORTES PROVENCE - MONTELIMAR,0475534000,26,DROME,26216 MONTELIMAR CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20006353500021
260000146,260000054,CH DE CREST,CENTRE HOSPITALIER DE CREST,0475253700,26,DROME,26400 CREST,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26260002600070
260000203,260016910,HOPITAUX DROME NORD - SAINT-VALLIER,HOPITAUX DROME NORD - SAINT-VALLIER,0475238000,26,DROME,26241 ST VALLIER CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26261109800084
260000229,260000047,CH PORTES PROVENCE DIEULEFIT,GROUPEMENT HOSPITALIER PORTES PROVENCE - DIEULEFIT,0475464441,26,DROME,26220 DIEULEFIT,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,20006353500039
260000237,260000088,CH DE NYONS,CENTRE HOSPITALIER DE NYONS,0475265200,26,DROME,26110 NYONS,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26260007500010
260000278,260000096,CH DE BUIS LES BARONNIES,CENTRE HOSPITALIER DE BUIS LES BARONNIES,0475280344,26,DROME,26170 BUIS LES BARONNIES,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26260001800010
260000286,260000104,CH DU DIOIS,CENTRE HOSPITALIER DU DIOIS,0475225500,26,DROME,26150 DIE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26260003400017
260000823,260003264,CH DROME-VIVARAIS,CENTRE HOSPITALIER DROME-VIVARAIS,0475756060,26,DROME,26760 MONTELEGER,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26260014100010
260003157,070001649,CENTRE MARIE CURIE,CENTRE D'IMAGERIE MÉDICALE ET DE RADIOTHÉRAPIE,0475813381,26,DROME,26000 VALENCE,Autre Etablissement Loi Hospitalière,Autres Etablissements Relevant de la Loi Hospitalière,Non concerné,51140124200041
260003280,260003264,HDJ ADULTE ROMANS ZOLA,CH DROME-VIVARAIS - HDJ ADULTE ROMANS ZOLA,0475057628,26,DROME,26100 ROMANS SUR ISERE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26260014100630
260005277,630786754,HOPITAL DE JOUR ADULTES MONTELIMAR,HOPITAL DE JOUR ADULTES MONTELIMAR,0475014098,26,DROME,26200 MONTELIMAR,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,77563330801965
260006655,630786754,HOPITAL DE JOUR ENFANTS MONTELIMAR,HOPITAL DE JOUR ENFANTS MONTELIMAR,0475016421,26,DROME,26200 MONTELIMAR,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,
260006705,260003264,HDJ ADULTE VALENCE,CH DROME-VIVARAIS - HDJ ADULTE VALENCE,0475428148,26,DROME,26000 VALENCE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26260014100614
260010186,260003264,HDJ ENFANT ROMANS,CH DROME-VIVARAIS - HDJ ENFANT ROMANS,0475720580,26,DROME,26100 ROMANS SUR ISERE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26260014100937
260013818,260003264,HDJ ENFANT NYONS,CH DROME-VIVARAIS - HDJ ENFANT NYONS,0475262796,26,DROME,26110 NYONS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26260014100929
260014378,260003264,HDJ ADULTE NYONS,CH DROME-VIVARAIS - HDJ ADULTE NYONS,,26,DROME,26110 NYONS,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26260014100606
260017520,260003264,HDJ ADULTE CREST BARCELO,CH DROME-VIVARAIS - HDJ ADULTE CREST BARCELO,,26,DROME,26400 CREST,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26260014100549
260019880,260003264,HDJ SAINT VALLIER LA ROSE DES SABLES,CH DROME-VIVARAIS - HDJ SAINT VALLIER LA ROSE DES SABLES,,26,DROME,26240 ST VALLIER,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26260014100465
260020078,420784878,SERVICE NEUROCHIRURGIE - CHU42,SERVICE NEUROCHIRURGIE - CHU DE SAINT-ETIENNE,,26,DROME,26953 VALENCE CEDEX 9,Centre Hospitalier Régional (C.H.R.),Centres Hospitaliers Régionaux,Etablissement public de santé,26420030400832
260021118,260003264,ANTENNE PSY AUX URGENCES DES HDN,CH DROME-VIVARAIS - ANTENNE PSYCHIATRIE AUX URGENCES DES HDN,0647718848,26,DROME,26100 ROMANS SUR ISERE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,,26260014100622
260021522,260003264,HDJ ENFANT VALENCE PREVERT,CH DROME-VIVARAIS - HDJ ENFANT VALENCE PREVERT,,26,DROME,26000 VALENCE,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement public de santé,26260014100648
260023148,630786754,HOPITAL DE JOUR LA REHAB,,,26,DROME,26200 MONTELIMAR,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,
260023361,630786754,HDJ DE REHAB PSYCHOSOC MONTELIMAR,HOPITAL DE JOUR DE REHABILITATION PSYCHOSOCIALE MONTELIMAR,,26,DROME,26200 MONTELIMAR,Centre Hospitalier Spécialisé lutte Maladies Mentales,Centres Hospitaliers Spécialisés Lutte Maladies Mentales,Etablissement de santé privé d'intérêt collectif,
260023890,260000054,PUI HAD DU CH DE CREST - VALENCE,PUI HAD DU CH DE CREST - VALENCE,,26,DROME,26000 VALENCE,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,
270000045,270000060,CH BERNAY,,0232456300,27,EURE,27303 BERNAY CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26270278000012
270000359,270023724,CH EURE SEINE EVREUX,CENTRE HOSPITALIER SAINT LOUIS D'EVREUX CH EURE-SEINE,0232338000,27,EURE,27015 EVREUX CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26270874600215
270000367,270000086,CH GISORS,CENTRE HOSPITALIER DE GISORS,0232277676,27,EURE,27140 GISORS,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26270280600015
270000391,760024042,CH LOUVIERS CHI ELBEUF,CENTRE HOSPITALIER DE LOUVIERS VAL DE REUIL,0232257500,27,EURE,27406 LOUVIERS CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26760176300142
270000425,270000102,CH PONT-AUDEMER,,0232416464,27,EURE,27504 PONT AUDEMER CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26270282200012
270000441,270000110,CH VERNEUIL-SUR-AVRE,,0232236000,27,EURE,27137 VERNEUIL SUR AVRE CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26270283000080
270000458,270023724,CH VERNON CH EURE-SEINE,CENTRE HOSPITALIER DE VERNON CH EURE-SEINE,0232716600,27,EURE,27207 VERNON CEDEX,Centre Hospitalier (C.H.),Centres Hospitaliers,Etablissement public de santé,26270874600090
270000474,270000136,CENTRE HOSPITALIER SAINT JACQUES,,0232547272,27,EURE,27700 LES ANDELYS,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26270285500061
270000482,270000144,CH BOURG ACHARD,CENTRE HOSPITALIER  PIERRE HURABIELLE BOURG-ACHARD,0232202000,27,EURE,27310 BOURG ACHARD,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26270286300065
270000516,270000177,HL LE NEUBOURG,HOPITAL LOCAL LE NEUBOURG,0232356800,27,EURE,27110 LE NEUBOURG,"Centre hospitalier, ex Hôpital local",Hôpitaux Locaux,Etablissement public de santé,26270289700014
